date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2023-08-22,2023,8,22,chokepoint6,Strait of Hormuz,15,14,4,3,59,36,95,578264,789730,4560,3257,2552729,1375813,3928543,14109
2023-08-23,2023,8,23,chokepoint6,Strait of Hormuz,20,21,2,6,59,49,108,542408,772330,24181,26147,3172634,1365067,4537701,14110
2023-08-24,2023,8,24,chokepoint6,Strait of Hormuz,18,17,4,0,71,39,110,290633,814345,64819,0,3936327,1169799,5106126,14111
2023-08-25,2023,8,25,chokepoint6,Strait of Hormuz,22,20,6,1,50,49,99,697070,579904,26346,0,1655228,1303321,2958549,14112
2023-08-26,2023,8,26,chokepoint6,Strait of Hormuz,16,13,8,2,78,39,117,439948,670105,10541,2438,3393330,1123032,4516363,14113
2023-08-27,2023,8,27,chokepoint6,Strait of Hormuz,19,19,5,1,46,44,90,490468,580279,14441,2680,1172026,1087869,2259896,14114
2023-08-28,2023,8,28,chokepoint6,Strait of Hormuz,18,18,3,2,63,41,104,423923,485513,3386,0,3438945,912823,4351769,14115
2023-08-29,2023,8,29,chokepoint6,Strait of Hormuz,21,11,3,1,72,36,108,750466,474587,17409,0,2469524,1242464,3711988,14116
2023-08-30,2023,8,30,chokepoint6,Strait of Hormuz,17,16,7,1,59,41,100,511954,412586,41097,5617,2978217,971256,3949474,14117
2023-08-31,2023,8,31,chokepoint6,Strait of Hormuz,16,18,6,1,58,41,99,369827,607828,12345,0,2505682,990001,3495684,14118
2023-09-01,2023,9,1,chokepoint6,Strait of Hormuz,24,22,1,3,62,50,112,778917,633683,1514,5042,2837584,1419159,4256743,14119
2023-09-02,2023,9,2,chokepoint6,Strait of Hormuz,16,24,4,1,47,45,92,321300,693093,14137,0,3284754,1028532,4313286,14120
2023-09-03,2023,9,3,chokepoint6,Strait of Hormuz,10,16,5,2,63,33,96,287454,863994,42029,0,2506936,1193477,3700414,14121
2023-09-04,2023,9,4,chokepoint6,Strait of Hormuz,11,18,5,1,69,35,104,320513,486071,12861,2963,3134180,822410,3956590,14122
2023-09-05,2023,9,5,chokepoint6,Strait of Hormuz,29,18,9,0,60,56,116,846755,637529,48834,0,3046506,1533120,4579626,14123
2023-09-06,2023,9,6,chokepoint6,Strait of Hormuz,17,13,8,1,70,39,109,444196,460932,52693,0,3582165,957822,4539988,14124
2023-09-07,2023,9,7,chokepoint6,Strait of Hormuz,13,16,5,8,62,42,104,375299,386164,23665,23454,3161832,808585,3970418,14125
2023-09-08,2023,9,8,chokepoint6,Strait of Hormuz,19,14,4,0,64,37,101,628001,504405,6756,0,2763609,1139163,3902773,14126
2023-09-09,2023,9,9,chokepoint6,Strait of Hormuz,18,17,2,3,66,40,106,486404,780211,7762,2049,3467165,1276428,4743593,14127
2023-09-10,2023,9,10,chokepoint6,Strait of Hormuz,18,13,3,1,66,35,101,344294,766632,24939,2120,2809307,1137986,3947294,14128
2023-09-11,2023,9,11,chokepoint6,Strait of Hormuz,21,22,6,1,48,50,98,638894,764959,46482,0,2379485,1450336,3829821,14129
2023-09-12,2023,9,12,chokepoint6,Strait of Hormuz,15,21,6,1,48,43,91,390872,624839,2338,0,2284434,1018050,3302484,14130
2023-09-13,2023,9,13,chokepoint6,Strait of Hormuz,17,14,3,3,68,37,105,402786,482408,13692,7064,2835069,905953,3741022,14131
2023-09-14,2023,9,14,chokepoint6,Strait of Hormuz,22,15,4,4,76,45,121,428047,442572,20891,0,4311001,891511,5202512,14132
2023-09-15,2023,9,15,chokepoint6,Strait of Hormuz,23,17,3,1,60,44,104,616507,643177,27447,0,1966652,1287132,3253785,14133
2023-09-16,2023,9,16,chokepoint6,Strait of Hormuz,18,15,4,5,60,42,102,532967,573920,10993,12026,2594221,1129908,3724130,14134
2023-09-17,2023,9,17,chokepoint6,Strait of Hormuz,8,13,4,1,51,26,77,227059,536504,44027,0,2402052,807590,3209643,14135
2023-09-18,2023,9,18,chokepoint6,Strait of Hormuz,14,19,3,4,64,40,104,497346,833992,8088,11813,2817843,1351241,4169085,14136
2023-09-19,2023,9,19,chokepoint6,Strait of Hormuz,19,20,1,1,66,41,107,546403,368459,4215,4082,2743604,923160,3666764,14137
2023-09-20,2023,9,20,chokepoint6,Strait of Hormuz,21,15,5,1,59,42,101,616824,611119,44364,2427,3116738,1274735,4391474,14138
2023-09-21,2023,9,21,chokepoint6,Strait of Hormuz,11,18,8,4,59,41,100,302049,817912,48081,11302,2051595,1179345,3230940,14139
2023-09-22,2023,9,22,chokepoint6,Strait of Hormuz,23,17,1,2,87,43,130,673810,688642,0,4318,3481358,1366770,4848129,14140
2023-09-23,2023,9,23,chokepoint6,Strait of Hormuz,10,19,5,2,53,36,89,224545,611958,6865,3414,2116044,846784,2962828,14141
2023-09-24,2023,9,24,chokepoint6,Strait of Hormuz,23,23,2,2,59,50,109,495724,766341,4451,0,1989895,1266517,3256412,14142
2023-09-25,2023,9,25,chokepoint6,Strait of Hormuz,18,18,4,2,65,42,107,772322,536122,34521,4013,3032748,1346980,4379728,14143
2023-09-26,2023,9,26,chokepoint6,Strait of Hormuz,14,15,8,3,62,40,102,486132,219546,31265,2035,3466968,738979,4205948,14144
2023-09-27,2023,9,27,chokepoint6,Strait of Hormuz,16,18,5,5,63,44,107,488529,460876,17189,7828,3011148,974423,3985571,14145
2023-09-28,2023,9,28,chokepoint6,Strait of Hormuz,20,15,5,2,72,42,114,677428,315799,12409,3104,2529794,1008741,3538535,14146
2023-09-29,2023,9,29,chokepoint6,Strait of Hormuz,15,16,7,3,68,41,109,310333,552989,41041,3431,2717727,907795,3625523,14147
2023-09-30,2023,9,30,chokepoint6,Strait of Hormuz,17,23,11,4,66,55,121,579960,827446,45470,20504,3761411,1473381,5234793,14148
2023-10-01,2023,10,1,chokepoint6,Strait of Hormuz,19,20,4,2,62,45,107,492240,698481,5683,0,2514787,1196405,3711193,14149
2023-10-02,2023,10,2,chokepoint6,Strait of Hormuz,20,16,6,5,67,47,114,711518,587769,10754,4129,3795711,1314171,5109883,14150
2023-10-03,2023,10,3,chokepoint6,Strait of Hormuz,18,15,6,1,68,40,108,506546,716241,9413,3812,3046925,1236014,4282940,14151
2023-10-04,2023,10,4,chokepoint6,Strait of Hormuz,18,19,6,4,66,47,113,529800,664834,56912,6035,3174739,1257583,4432322,14152
2023-10-05,2023,10,5,chokepoint6,Strait of Hormuz,20,13,5,3,62,41,103,467502,386629,24763,4880,2121118,883776,3004894,14153
2023-10-06,2023,10,6,chokepoint6,Strait of Hormuz,12,13,8,3,72,36,108,326172,293403,65620,8161,3870660,693359,4564020,14154
2023-10-07,2023,10,7,chokepoint6,Strait of Hormuz,17,13,9,1,44,40,84,522993,796342,32804,0,1930562,1352141,3282703,14155
2023-10-08,2023,10,8,chokepoint6,Strait of Hormuz,13,13,4,5,73,35,108,184275,535880,10990,8188,3333004,739335,4072339,14156
2023-10-09,2023,10,9,chokepoint6,Strait of Hormuz,17,18,4,1,65,40,105,463905,565012,16621,0,3054547,1045539,4100086,14157
2023-10-10,2023,10,10,chokepoint6,Strait of Hormuz,17,16,4,3,76,40,116,632155,1143237,10536,11512,4039480,1797441,5836921,14158
2023-10-11,2023,10,11,chokepoint6,Strait of Hormuz,14,14,5,4,56,37,93,220950,335992,19512,9722,2519862,586177,3106040,14159
2023-10-12,2023,10,12,chokepoint6,Strait of Hormuz,18,25,6,2,79,51,130,568898,610463,8644,0,3119989,1188005,4307995,14160
2023-10-13,2023,10,13,chokepoint6,Strait of Hormuz,26,12,11,4,64,53,117,718949,278021,46940,5042,2563770,1048953,3612724,14161
2023-10-14,2023,10,14,chokepoint6,Strait of Hormuz,20,11,9,3,59,43,102,797919,385575,15222,9884,3103372,1208603,4311975,14162
2023-10-15,2023,10,15,chokepoint6,Strait of Hormuz,14,15,3,3,60,35,95,343250,404405,14566,10148,2780722,772371,3553093,14163
2023-10-16,2023,10,16,chokepoint6,Strait of Hormuz,20,25,0,0,52,45,97,727338,647269,0,0,2885763,1374608,4260371,14164
2023-10-17,2023,10,17,chokepoint6,Strait of Hormuz,15,15,3,2,60,35,95,318155,420051,5011,5042,1999176,748261,2747438,14165
2023-10-18,2023,10,18,chokepoint6,Strait of Hormuz,13,15,5,3,63,36,99,377852,616038,30156,13222,3814997,1037269,4852266,14166
2023-10-19,2023,10,19,chokepoint6,Strait of Hormuz,18,17,7,1,58,43,101,603512,585229,35580,3978,2764879,1228300,3993180,14167
2023-10-20,2023,10,20,chokepoint6,Strait of Hormuz,22,16,2,1,68,41,109,399823,520212,0,0,2638377,920035,3558412,14168
2023-10-21,2023,10,21,chokepoint6,Strait of Hormuz,9,20,7,2,55,38,93,295157,606331,31638,8284,2675361,941412,3616774,14169
2023-10-22,2023,10,22,chokepoint6,Strait of Hormuz,17,18,5,3,43,43,86,415829,449769,16795,12502,2269488,894897,3164386,14170
2023-10-23,2023,10,23,chokepoint6,Strait of Hormuz,14,15,5,1,55,35,90,371421,638367,36584,5576,1709334,1051949,2761284,14171
2023-10-24,2023,10,24,chokepoint6,Strait of Hormuz,19,12,4,3,61,38,99,706982,537669,14581,5341,2821778,1264575,4086353,14172
2023-10-25,2023,10,25,chokepoint6,Strait of Hormuz,21,14,5,5,59,45,104,603279,517792,20594,8885,2526051,1150551,3676603,14173
2023-10-26,2023,10,26,chokepoint6,Strait of Hormuz,13,8,5,1,67,27,94,318959,305610,23600,0,2924521,648171,3572692,14174
2023-10-27,2023,10,27,chokepoint6,Strait of Hormuz,13,22,4,4,50,43,93,323316,979145,21659,4318,2350502,1328439,3678941,14175
2023-10-28,2023,10,28,chokepoint6,Strait of Hormuz,10,16,3,4,40,33,73,409308,416620,15350,4912,2156667,846192,3002859,14176
2023-10-29,2023,10,29,chokepoint6,Strait of Hormuz,19,18,10,1,66,48,114,525466,619194,51678,14626,3530278,1210966,4741244,14177
2023-10-30,2023,10,30,chokepoint6,Strait of Hormuz,15,23,3,2,72,43,115,662245,974204,4431,0,2942253,1640881,4583135,14178
2023-10-31,2023,10,31,chokepoint6,Strait of Hormuz,15,18,2,2,56,37,93,436775,740645,8528,6326,3101809,1192276,4294086,14179
2023-11-01,2023,11,1,chokepoint6,Strait of Hormuz,15,9,4,2,57,30,87,432542,493304,11769,4189,2297148,941805,3238954,14180
2023-11-02,2023,11,2,chokepoint6,Strait of Hormuz,16,12,6,2,64,36,100,546841,282879,6798,0,2436133,836519,3272653,14181
2023-11-03,2023,11,3,chokepoint6,Strait of Hormuz,12,12,6,2,70,32,102,352243,566548,22366,4013,3565745,945171,4510917,14182
2023-11-04,2023,11,4,chokepoint6,Strait of Hormuz,12,16,6,0,35,34,69,395857,969082,11405,0,2100076,1376345,3476421,14183
2023-11-05,2023,11,5,chokepoint6,Strait of Hormuz,7,12,4,1,41,24,65,207871,367582,28793,8665,1297382,612912,1910295,14184
2023-11-06,2023,11,6,chokepoint6,Strait of Hormuz,10,10,3,3,50,26,76,305299,351061,16117,3428,2457298,675906,3133204,14185
2023-11-07,2023,11,7,chokepoint6,Strait of Hormuz,14,12,4,3,27,33,60,423744,315753,33406,0,1038926,772904,1811831,14186
2023-11-08,2023,11,8,chokepoint6,Strait of Hormuz,6,14,5,1,39,26,65,291446,528865,26495,2880,2035074,849687,2884761,14187
2023-11-09,2023,11,9,chokepoint6,Strait of Hormuz,18,15,7,3,57,43,100,577355,316712,27078,3669,2666357,924816,3591173,14188
2023-11-10,2023,11,10,chokepoint6,Strait of Hormuz,18,19,3,3,54,43,97,336762,563567,13565,5430,3096462,919326,4015788,14189
2023-11-11,2023,11,11,chokepoint6,Strait of Hormuz,11,17,4,2,69,34,103,336173,439464,44526,5597,3258746,825762,4084509,14190
2023-11-12,2023,11,12,chokepoint6,Strait of Hormuz,15,17,7,3,68,42,110,317589,370021,15179,0,2845653,702790,3548444,14191
2023-11-13,2023,11,13,chokepoint6,Strait of Hormuz,15,18,6,3,64,42,106,442309,579191,12671,1377,2540840,1035550,3576390,14192
2023-11-14,2023,11,14,chokepoint6,Strait of Hormuz,16,12,1,3,55,32,87,515427,296161,4766,2513,3172710,818868,3991579,14193
2023-11-15,2023,11,15,chokepoint6,Strait of Hormuz,14,20,3,2,57,39,96,460402,673924,2972,8580,1502045,1145880,2647926,14194
2023-11-16,2023,11,16,chokepoint6,Strait of Hormuz,15,14,2,3,34,34,68,512214,393912,9188,2727,2382202,918042,3300245,14195
2023-11-17,2023,11,17,chokepoint6,Strait of Hormuz,17,17,1,2,48,37,85,613375,456562,4725,0,2161365,1074663,3236029,14196
2023-11-18,2023,11,18,chokepoint6,Strait of Hormuz,14,12,7,0,61,33,94,221534,402456,41472,0,2548866,665463,3214329,14197
2023-11-19,2023,11,19,chokepoint6,Strait of Hormuz,14,24,6,5,47,49,96,405099,955736,35138,14693,2013573,1410667,3424240,14198
2023-11-20,2023,11,20,chokepoint6,Strait of Hormuz,12,18,1,1,63,32,95,495752,743707,14964,0,1923523,1254424,3177948,14199
2023-11-21,2023,11,21,chokepoint6,Strait of Hormuz,16,11,3,5,53,35,88,529919,458332,14364,25111,2581061,1027727,3608788,14200
2023-11-22,2023,11,22,chokepoint6,Strait of Hormuz,12,19,1,2,46,34,80,325381,1011796,23084,0,1213340,1360261,2573602,14201
2023-11-23,2023,11,23,chokepoint6,Strait of Hormuz,19,16,5,3,52,43,95,695746,527093,30861,0,1798717,1253701,3052419,14202
2023-11-24,2023,11,24,chokepoint6,Strait of Hormuz,11,19,1,2,56,33,89,260862,743397,5885,6349,2401516,1016495,3418011,14203
2023-11-25,2023,11,25,chokepoint6,Strait of Hormuz,13,11,4,0,45,28,73,425978,516491,12002,0,1787196,954472,2741669,14204
2023-11-26,2023,11,26,chokepoint6,Strait of Hormuz,9,7,2,2,50,20,70,364520,192120,4437,0,3012244,561077,3573322,14205
2023-11-27,2023,11,27,chokepoint6,Strait of Hormuz,12,13,4,2,57,31,88,512054,450325,3425,0,3173543,965804,4139348,14206
2023-11-28,2023,11,28,chokepoint6,Strait of Hormuz,14,13,4,1,51,32,83,375970,323396,5350,4409,3186866,709126,3895992,14207
2023-11-29,2023,11,29,chokepoint6,Strait of Hormuz,21,19,2,3,45,45,90,590146,514504,15062,12243,2398118,1131957,3530076,14208
2023-11-30,2023,11,30,chokepoint6,Strait of Hormuz,11,12,1,2,53,26,79,337668,466906,0,0,3281019,804575,4085594,14209
2023-12-01,2023,12,1,chokepoint6,Strait of Hormuz,12,13,2,4,46,31,77,488280,175850,3537,6224,1824505,673893,2498398,14210
2023-12-02,2023,12,2,chokepoint6,Strait of Hormuz,22,13,3,3,49,41,90,498732,189708,35273,11994,3128324,735709,3864034,14211
2023-12-03,2023,12,3,chokepoint6,Strait of Hormuz,10,20,5,1,60,36,96,465303,733900,49228,0,3202455,1248433,4450888,14212
2023-12-04,2023,12,4,chokepoint6,Strait of Hormuz,12,21,4,4,51,41,92,360384,1025014,41005,5678,2542830,1432082,3974913,14213
2023-12-05,2023,12,5,chokepoint6,Strait of Hormuz,16,9,6,4,61,35,96,373036,273239,12284,10660,3205496,669221,3874718,14214
2023-12-06,2023,12,6,chokepoint6,Strait of Hormuz,21,6,5,3,56,35,91,686151,197493,13415,4318,1990547,901379,2891926,14215
2023-12-07,2023,12,7,chokepoint6,Strait of Hormuz,15,20,2,3,51,40,91,580747,881973,20129,3160,3646083,1486010,5132094,14216
2023-12-08,2023,12,8,chokepoint6,Strait of Hormuz,10,15,2,0,64,27,91,268000,590721,8956,0,1725744,867678,2593423,14217
2023-12-09,2023,12,9,chokepoint6,Strait of Hormuz,16,13,7,0,57,36,93,451431,320580,30435,0,3690439,802447,4492886,14218
2023-12-10,2023,12,10,chokepoint6,Strait of Hormuz,9,15,2,5,65,31,96,294415,597606,7483,9038,2033984,908544,2942528,14219
2023-12-11,2023,12,11,chokepoint6,Strait of Hormuz,21,8,3,1,56,33,89,801526,192086,9982,2178,2433655,1005772,3439428,14220
2023-12-12,2023,12,12,chokepoint6,Strait of Hormuz,12,17,5,3,46,37,83,277877,967177,21928,4013,2029677,1270996,3300674,14221
2023-12-13,2023,12,13,chokepoint6,Strait of Hormuz,22,17,6,3,53,48,101,825362,504758,7847,12452,2190534,1350420,3540955,14222
2023-12-14,2023,12,14,chokepoint6,Strait of Hormuz,13,16,7,6,49,42,91,371691,893994,42531,7058,3393617,1315275,4708892,14223
2023-12-15,2023,12,15,chokepoint6,Strait of Hormuz,13,14,2,1,62,30,92,481441,402737,1617,0,3735908,885797,4621705,14224
2023-12-16,2023,12,16,chokepoint6,Strait of Hormuz,20,18,0,1,53,39,92,621345,806105,0,0,2550518,1427450,3977969,14225
2023-12-17,2023,12,17,chokepoint6,Strait of Hormuz,11,11,3,4,60,29,89,401264,255685,35072,5373,3153419,697395,3850815,14226
2023-12-18,2023,12,18,chokepoint6,Strait of Hormuz,14,10,4,2,45,30,75,581495,238378,21262,8171,1951187,849309,2800496,14227
2023-12-19,2023,12,19,chokepoint6,Strait of Hormuz,16,17,3,5,67,41,108,442275,660193,21238,6317,2401431,1130025,3531456,14228
2023-12-20,2023,12,20,chokepoint6,Strait of Hormuz,12,18,4,2,51,36,87,335333,678264,13180,6311,2314075,1033089,3347165,14229
2023-12-21,2023,12,21,chokepoint6,Strait of Hormuz,15,19,3,3,64,40,104,529656,663632,5300,1721,3613860,1200310,4814170,14230
2023-12-22,2023,12,22,chokepoint6,Strait of Hormuz,14,14,6,1,53,35,88,555502,482120,17811,0,2377213,1055434,3432647,14231
2023-12-23,2023,12,23,chokepoint6,Strait of Hormuz,8,12,1,5,59,26,85,153726,590398,4601,6492,2090755,755218,2845973,14232
2023-12-24,2023,12,24,chokepoint6,Strait of Hormuz,12,17,8,3,48,40,88,398818,700010,25744,4318,1989630,1128892,3118522,14233
2023-12-25,2023,12,25,chokepoint6,Strait of Hormuz,13,17,8,1,58,39,97,306145,593014,32150,3339,2834557,934650,3769208,14234
2023-12-26,2023,12,26,chokepoint6,Strait of Hormuz,12,11,3,3,63,29,92,350205,294893,24515,8579,3394539,678194,4072734,14235
2023-12-27,2023,12,27,chokepoint6,Strait of Hormuz,17,14,1,2,50,34,84,560400,685910,6185,6160,1584887,1258657,2843544,14236
2023-12-28,2023,12,28,chokepoint6,Strait of Hormuz,16,15,7,2,60,40,100,397788,541238,51108,0,3148570,990136,4138706,14237
2023-12-29,2023,12,29,chokepoint6,Strait of Hormuz,19,14,6,3,65,42,107,605627,414904,48468,4624,2643457,1073624,3717082,14238
2023-12-30,2023,12,30,chokepoint6,Strait of Hormuz,11,15,8,1,48,35,83,377103,437342,63145,4660,3160487,882251,4042739,14239
2023-12-31,2023,12,31,chokepoint6,Strait of Hormuz,15,9,1,0,49,25,74,249014,256764,10823,0,2984590,516603,3501193,14240
2023-01-01,2023,1,1,chokepoint6,Strait of Hormuz,14,18,2,5,50,39,89,520318,745617,31512,4518,2860614,1301967,4162581,15679
2023-01-02,2023,1,2,chokepoint6,Strait of Hormuz,12,16,7,2,55,37,92,223831,724477,17008,4493,2345550,969810,3315361,15682
2023-01-03,2023,1,3,chokepoint6,Strait of Hormuz,19,16,2,1,58,38,96,524380,446750,4964,8901,2998869,984997,3983866,15685
2023-01-04,2023,1,4,chokepoint6,Strait of Hormuz,20,15,2,1,57,38,95,593461,325753,19585,2981,4140602,941781,5082383,15688
2023-01-05,2023,1,5,chokepoint6,Strait of Hormuz,17,13,2,3,55,35,90,551709,747217,645,5707,2840812,1305279,4146091,15691
2023-01-06,2023,1,6,chokepoint6,Strait of Hormuz,11,10,6,3,45,30,75,247876,591749,47339,8920,2283954,895885,3179839,15694
2023-01-07,2023,1,7,chokepoint6,Strait of Hormuz,15,14,2,4,58,35,93,440656,456934,22633,0,2935624,920224,3855849,15697
2023-01-08,2023,1,8,chokepoint6,Strait of Hormuz,12,17,4,4,51,37,88,354820,461473,10299,9044,2873064,835637,3708702,15700
2023-01-09,2023,1,9,chokepoint6,Strait of Hormuz,14,13,4,1,61,32,93,311336,487148,25502,3901,3041604,827889,3869493,15703
2023-01-10,2023,1,10,chokepoint6,Strait of Hormuz,18,21,7,2,58,48,106,587057,729751,26216,2627,2341018,1345653,3686671,15706
2023-01-11,2023,1,11,chokepoint6,Strait of Hormuz,14,13,4,4,36,35,71,384119,465227,11232,18525,1798034,879106,2677140,15709
2023-01-12,2023,1,12,chokepoint6,Strait of Hormuz,19,12,1,0,46,32,78,563533,165060,2170,0,2097697,730764,2828462,15712
2023-01-13,2023,1,13,chokepoint6,Strait of Hormuz,12,14,2,2,40,30,70,159845,343356,8276,3213,2305282,514691,2819973,15715
2023-01-14,2023,1,14,chokepoint6,Strait of Hormuz,12,17,4,2,56,35,91,348177,518599,9052,5293,4569709,881122,5450832,15723
2023-01-15,2023,1,15,chokepoint6,Strait of Hormuz,17,20,7,2,40,46,86,513281,815160,34166,4087,1536408,1366695,2903104,15727
2023-01-16,2023,1,16,chokepoint6,Strait of Hormuz,11,17,4,3,50,35,85,260747,726253,30368,5659,3569064,1023028,4592092,15730
2023-01-17,2023,1,17,chokepoint6,Strait of Hormuz,17,8,2,2,57,29,86,416632,322728,7182,2984,2780343,749527,3529871,15733
2023-01-18,2023,1,18,chokepoint6,Strait of Hormuz,13,17,2,2,60,34,94,258210,614518,5602,6939,2687595,885270,3572866,15736
2023-01-19,2023,1,19,chokepoint6,Strait of Hormuz,12,19,3,6,51,40,91,457672,649031,23013,9500,1993472,1139217,3132690,15739
2023-01-20,2023,1,20,chokepoint6,Strait of Hormuz,12,13,4,1,58,30,88,425482,526009,3978,0,2360892,955470,3316363,15742
2023-01-21,2023,1,21,chokepoint6,Strait of Hormuz,12,18,6,5,55,41,96,181277,624997,43200,2748,2235794,852224,3088018,15745
2023-01-22,2023,1,22,chokepoint6,Strait of Hormuz,19,14,1,3,61,37,98,610845,522581,25786,10515,3237035,1169728,4406763,15748
2023-01-23,2023,1,23,chokepoint6,Strait of Hormuz,13,9,2,3,57,27,84,299241,501274,8355,10343,3355999,819215,4175215,15751
2023-01-24,2023,1,24,chokepoint6,Strait of Hormuz,24,17,6,4,53,51,104,805981,701782,14597,4914,2549478,1527275,4076753,15754
2023-01-25,2023,1,25,chokepoint6,Strait of Hormuz,21,14,2,3,72,40,112,397966,555651,30757,8583,4356100,992959,5349059,15757
2023-01-26,2023,1,26,chokepoint6,Strait of Hormuz,15,14,1,2,51,32,83,469200,497583,1217,3706,2202516,971708,3174225,15760
2023-01-27,2023,1,27,chokepoint6,Strait of Hormuz,16,13,3,1,53,33,86,552003,328197,9762,0,1861867,889963,2751830,15763
2023-01-28,2023,1,28,chokepoint6,Strait of Hormuz,20,17,4,0,61,41,102,445272,568276,4476,0,2532348,1018025,3550373,15766
2023-01-29,2023,1,29,chokepoint6,Strait of Hormuz,11,17,4,3,56,35,91,393471,676495,21898,8410,2709141,1100276,3809418,15769
2023-01-30,2023,1,30,chokepoint6,Strait of Hormuz,9,14,1,3,56,27,83,168376,418166,15295,0,3027696,601838,3629534,15772
2023-01-31,2023,1,31,chokepoint6,Strait of Hormuz,23,14,6,0,63,43,106,735430,469805,33267,0,2359750,1238502,3598253,15775
2023-02-01,2023,2,1,chokepoint6,Strait of Hormuz,17,11,4,1,55,33,88,387863,335121,16412,0,2941717,739397,3681114,15778
2023-02-02,2023,2,2,chokepoint6,Strait of Hormuz,12,10,2,5,59,29,88,359378,378206,3622,6827,2864848,748035,3612883,15781
2023-02-03,2023,2,3,chokepoint6,Strait of Hormuz,8,26,8,1,64,43,107,235240,642921,61123,0,3363121,939285,4302407,15784
2023-02-04,2023,2,4,chokepoint6,Strait of Hormuz,14,10,4,2,67,30,97,544922,355954,9541,2593,3218934,913010,4131945,15787
2023-02-05,2023,2,5,chokepoint6,Strait of Hormuz,16,11,5,0,42,32,74,779280,401148,44461,0,2691588,1224890,3916479,15790
2023-02-06,2023,2,6,chokepoint6,Strait of Hormuz,16,17,3,1,60,37,97,395042,545750,12413,8270,3673171,961476,4634647,15793
2023-02-07,2023,2,7,chokepoint6,Strait of Hormuz,14,15,7,4,61,40,101,462712,488096,31931,8817,2082438,991559,3073997,15796
2023-02-08,2023,2,8,chokepoint6,Strait of Hormuz,17,15,4,2,66,38,104,362288,647887,46486,0,3594364,1056662,4651027,15799
2023-02-09,2023,2,9,chokepoint6,Strait of Hormuz,19,19,6,2,48,46,94,549905,726816,27778,9397,3102045,1313897,4415943,15802
2023-02-10,2023,2,10,chokepoint6,Strait of Hormuz,14,12,2,0,42,28,70,330585,461066,41241,0,2038979,832893,2871872,15805
2023-02-11,2023,2,11,chokepoint6,Strait of Hormuz,12,18,5,1,53,36,89,403395,643384,7762,0,2721498,1054542,3776041,15808
2023-02-12,2023,2,12,chokepoint6,Strait of Hormuz,14,23,5,3,63,45,108,295924,512005,34902,12800,2452040,855632,3307672,15811
2023-02-13,2023,2,13,chokepoint6,Strait of Hormuz,17,10,6,4,63,37,100,490316,155728,29468,5785,2778413,681298,3459711,15814
2023-02-14,2023,2,14,chokepoint6,Strait of Hormuz,15,15,3,1,56,34,90,360714,421133,13039,6641,2639858,801529,3441388,15821
2023-02-15,2023,2,15,chokepoint6,Strait of Hormuz,17,11,5,1,46,34,80,492409,376992,1500,1602,2211225,872504,3083729,15824
2023-02-16,2023,2,16,chokepoint6,Strait of Hormuz,22,23,2,3,72,50,122,505435,816584,5154,4912,3413621,1332087,4745708,15827
2023-02-17,2023,2,17,chokepoint6,Strait of Hormuz,17,16,8,2,54,43,97,601147,369629,97018,0,2785874,1067795,3853670,15830
2023-02-18,2023,2,18,chokepoint6,Strait of Hormuz,12,19,3,1,45,35,80,231079,448825,5431,0,2818782,685337,3504119,15833
2023-02-19,2023,2,19,chokepoint6,Strait of Hormuz,16,15,3,1,47,35,82,384003,780650,14425,3358,2248902,1182438,3431340,15836
2023-02-20,2023,2,20,chokepoint6,Strait of Hormuz,17,19,5,2,49,43,92,421657,539120,40272,0,1824652,1001049,2825702,15839
2023-02-21,2023,2,21,chokepoint6,Strait of Hormuz,17,11,7,4,42,39,81,450329,334313,59717,16117,1684693,860479,2545173,15842
2023-02-22,2023,2,22,chokepoint6,Strait of Hormuz,14,19,5,5,76,43,119,413621,625122,27100,10549,3753247,1076392,4829639,15845
2023-02-23,2023,2,23,chokepoint6,Strait of Hormuz,18,20,7,4,58,49,107,576041,621769,21291,18191,2588076,1237293,3825369,15848
2023-02-24,2023,2,24,chokepoint6,Strait of Hormuz,16,19,5,1,72,41,113,413907,971253,18795,4505,3787396,1408461,5195858,15851
2023-02-25,2023,2,25,chokepoint6,Strait of Hormuz,15,20,6,2,47,43,90,353526,819384,13496,2774,2263961,1189181,3453142,15854
2023-02-26,2023,2,26,chokepoint6,Strait of Hormuz,14,18,4,4,64,40,104,441244,829863,10338,12885,3176215,1294331,4470546,15857
2023-02-27,2023,2,27,chokepoint6,Strait of Hormuz,14,10,2,2,64,28,92,312015,402723,16601,4938,3367695,736278,4103974,15860
2023-02-28,2023,2,28,chokepoint6,Strait of Hormuz,19,12,5,4,51,40,91,632450,455681,17230,4946,3067002,1110309,4177312,15863
2023-03-01,2023,3,1,chokepoint6,Strait of Hormuz,16,12,3,2,61,33,94,454002,435152,38101,4003,2805365,931260,3736626,15865
2023-03-02,2023,3,2,chokepoint6,Strait of Hormuz,10,15,1,2,54,28,82,224563,581206,1928,0,2303992,807698,3111691,15868
2023-03-03,2023,3,3,chokepoint6,Strait of Hormuz,20,11,4,3,55,38,93,513149,609063,27494,4129,3398656,1153838,4552494,15871
2023-03-04,2023,3,4,chokepoint6,Strait of Hormuz,19,13,5,2,54,39,93,621871,776899,46715,0,3522106,1445486,4967592,15874
